species;original.name;section;mean;weighted_squaredSEM;Ncyt;Culm.length.mp;Culm.length.1.4;Leaf.width.mp;Leaf.width.1.4;Utricle.length.mp;Utricle.length.1.4;LI.length.mp;LI.length.1.4;TI.length.mp;TI.length.1.4;Samples_bioclim;bio1_Mean;bio2_Mean;bio3_Mean;bio4_Mean;bio5_Mean;bio6_Mean;bio7_Mean;bio8_Mean;bio9_Mean;bio10_Mean;bio11_Mean;bio12_Mean;bio13_Mean;bio14_Mean;bio15_Mean;bio16_Mean;bio17_Mean;bio18_Mean;bio19_Mean;squaredSEM_bioclim1;squaredSEM_bioclim2;squaredSEM_bioclim3;squaredSEM_bioclim4;squaredSEM_bioclim5;squaredSEM_bioclim6;squaredSEM_bioclim7;squaredSEM_bioclim8;squaredSEM_bioclim9;squaredSEM_bioclim10;squaredSEM_bioclim11;squaredSEM_bioclim12;squaredSEM_bioclim13;squaredSEM_bioclim14;squaredSEM_bioclim15;squaredSEM_bioclim16;squaredSEM_bioclim17;squaredSEM_bioclim18;squaredSEM_bioclim19
Carex sparganioides;Carex_sparganioides|DEL|spm00001289;Annectens Clade;48;22.38064686;1;65;17.5;7.5;1.25;3.8;0.25;90;30;90;30;375;88.896;112.9253333;28.576;9730.544;283.6746667;-106.5893333;390.264;175.048;-26.32266667;209.2346667;-42.21333333;945.008;105.2506667;48.20533333;24.088;297.0693333;164.528;284.4933333;171.192;544.6709733;120.0158004;9.276962567;873042.9707;396.1826453;1270.83625;1035.729583;2943.954909;3291.641597;366.6667094;1099.724421;19345.93309;203.8621319;380.4684207;180.2783316;1345.604806;3715.67769;1178.004635;4516.182289
Carex stipata var. stipata;Carex_stipata_var_stipata|MAN|spm00001253;Annectens Clade;51;5.595161715;4;80;20;11.5;1.75;5;0.5;NA;NA;NA;NA;403;61.01985112;118.5856079;29.47890819;9863.027295;263.7965261;-141.4590571;405.2555831;135.2878412;-22.46650124;183.1091811;-71.28039702;849.0099256;113.4615385;33.30024814;40.25558313;319.6253102;115.0421836;250.1240695;176.560794;958.8752268;403.5119317;40.14072318;4851835.494;1053.013222;4390.537499;5011.548943;6994.160722;11122.99079;875.9980001;3021.306754;115145.0497;2408.801378;604.5638557;336.1011814;19662.38413;5712.985778;6001.133822;30230.94841
Carex vernacula;Carex_vernacula|CAL|spm00005382;Annectens Clade;52;22.38064686;1;24;8;2.75;0.375;3.95;0.325;NA;NA;NA;NA;50;-0.42;134.4;40.62;6737.12;178.88;-148.7;327.58;-2.48;26.86;88.84;-79.52;777.86;100.62;31.72;35.26;273.48;115.34;154.4;248.48;914.6567347;313.9183673;6.607755102;998771.9445;1440.597551;1546.785714;1748.697551;5224.336327;3184.408571;1047.892245;1087.887347;31498.81673;971.22;181.1036735;443.624898;7199.764898;2171.045306;4952.77551;9403.764898
Carex vulpinoidea;Carex_vulpinoidea|CAL|spm00001351;Annectens Clade;52;7.46021562;3;65;17.5;3.5;0.75;2.6;0.3;NA;NA;NA;NA;976;93.29508197;116.6793033;31.74795082;8908.790984;280.2776639;-91.00819672;371.2858607;151.5122951;21.03893443;204.2848361;-25.49487705;946.0317623;112.085041;48.12704918;28.99590164;311.0727459;162.710041;268.3934426;199.710041;1660.870786;422.7801251;45.57127785;4371779.731;1291.14026;4806.902497;4962.973584;5432.687028;10828.30002;1081.84699;4000.900487;121779.0359;1416.47994;801.6679445;329.220496;10595.16906;8251.30353;6867.065557;16937.3425
Carex appressa var. appressa;Carex_appressa_var_appressa|NSW|spm00002189;Appressa Clade;61;7.46021562;3;52.5;11.25;5;1;3;0.25;5.5;0.25;5.5;0.25;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Carex appropinquata;Carex_appropinquata|GER|spm00002248;Appressa Clade;64;11.19032343;2;55;12.5;2;0.5;2.75;0.125;5.5;0.75;5.5;0.75;815;55.86748466;77.9398773;27.19141104;7410.808589;209.7656442;-78.90552147;288.6711656;122.007362;-1.141104294;151.6944785;-38.35582822;720.9325153;86.38650307;38.75337423;25.68466258;237.6282209;127.5447853;215.006135;157.8122699;1138.149494;133.7568231;24.7618426;3316882.253;621.7005381;3630.908753;3566.702546;2057.768988;3290.575888;454.0158786;2863.190184;73928.29642;1029.347975;269.1319757;78.1498259;7003.393551;3331.265498;2779.615441;7670.28781
Carex secta;Carex_secta|NZ|NCBI_Waterway_3650;Appressa Clade;69.5;11.19032343;2;62.5;18.75;4.25;1.375;2.75;0.125;NA;NA;NA;NA;170;117.1294118;89.24705882;46.26470588;3486.247059;215.8;24.95882353;190.8411765;94.47058824;132.1941176;160.7117647;70.75882353;1757.635294;184.8176471;105.7176471;16.24705882;517.1058824;360.8705882;392.0882353;459.7058824;462.2435085;60.89718065;1.450226244;119777.5244;378.0544379;685.3769927;277.0456317;549.1263488;2259.754995;400.3365472;633.9710755;1366136.399;14935.65294;5709.008562;17.06286112;106312.4503;59915.87664;86454.06909;57796.84789
Carex sectoides;Carex_sectoides|NZ|NCBI_AUTHOR_Gardner_306;Appressa Clade;66;4.476129372;5;70;15;6.5;0.75;3;0.25;NA;NA;NA;NA;6;115.1666667;56.16666667;43.16666667;2449.666667;180.6666667;52;128.6666667;90.66666667;115;146.8333333;84.5;904.8333333;111.8333333;53.33333333;23.5;298.5;178.8333333;197.3333333;288;239.9416623;50.11995118;5.287969054;738879.2102;176.5542552;730.8950646;792.1145011;525.3142523;1136.550559;129.552163;597.7970584;23507.1505;404.2581551;87.98114306;32.81811751;3052.820263;924.5185734;1493.701181;2635.52852
Carex tenuiculmis;Carex_tenuiculmis|NZS|NCBI_AK_311164;Appressa Clade;66.75;5.595161715;4;35;7.5;2.8;0.2;2.9;0.3;NA;NA;NA;NA;21;98.80952381;91.95238095;45.95238095;3679.761905;202.5714286;4.571428571;198;88.76190476;107.0952381;144.6666667;49.52380952;1522.857143;157.1428571;92.14285714;16.33333333;438.2380952;324;353.9047619;374;519.4619048;136.747619;4.847619048;181258.3905;340.1571429;769.9571429;467.6;957.6904762;2273.390476;418.4333333;747.8619048;922249.4286;9218.728571;3731.528571;115.4333333;71094.49048;43591.4;52987.69048;40846
Carex arenaria;Carex_arenaria|DEL|spm00000733;Arenaria Clade;60.90909091;2.03460426;11;37.5;11.25;2.75;0.625;5.25;0.375;11;1.5;11;1.5;781;91.04993598;66.53265045;30.72599232;5436.865557;208.0627401;-9.042253521;217.1049936;105.574904;72.12291933;161.3482714;23.4340589;846.4737516;98.73879641;43.72727273;24.52880922;279.7746479;145.5352113;201.2970551;219.4545455;600.5551955;193.0184839;39.25302866;1638422.673;725.5870843;1382.222571;1761.447937;1583.078036;4042.072051;389.3734233;1276.640839;109074.9342;1910.041942;264.3268065;68.99051512;15231.67479;2916.936259;4340.029594;12265.55851
Carex brizoides;Carex_brizoides|GER|spm00005239;Arenaria Clade;58;5.595161715;4;35;7.5;2.25;0.375;3.5;0.25;NA;NA;NA;NA;431;91.3549884;88.33642691;33.3225058;6319.37123;233.3758701;-29.15313225;262.5290023;140.0765661;46.03712297;171.1577726;9.011600928;836.7262181;94.97911833;49.32714617;20.99071926;265.9535963;162.3897912;250.3201856;186.4454756;351.2760158;89.78655371;14.72598068;631988.8898;318.7095559;773.2137053;656.984622;2018.749938;3221.649781;221.9145848;732.0254465;32209.95743;498.0577025;148.6531916;72.16735553;4061.555981;1718.880268;3697.943754;3816.819695
Carex colchica;Carex_colchica|UKR|spm00002173;Arenaria Clade;58;7.46021562;3;20;5;1.5;0.25;4.25;0.375;NA;NA;NA;NA;236;93.19491525;78.71610169;30.21610169;6650.754237;235.0127119;-26.85169492;261.8644068;133.5169492;56.70762712;177.9364407;8.419491525;620.6779661;66.70338983;37.63559322;17.9279661;186.8432203;121.3050847;170.5889831;147.0932203;326.2937613;173.5913992;34.76586729;3117678.186;703.8679228;1540.594933;2898.143238;3389.033754;4028.701388;351.6427515;1280.261576;12111.91287;91.97973314;88.18153624;35.05436351;738.9242517;793.3788677;1093.732474;1186.297656
Carex planata;Carex_planata|JAP|spm00005429;Arenaria Clade;66;22.38064686;1;45;7.5;2.5;0.25;3.25;0.125;8;1;8;1;107;129.3738318;90.97196262;27.85046729;8092.186916;293.7383178;-27.19626168;320.9345794;213.6635514;41.96261682;233.8037383;27.24299065;1644.943925;234.4485981;62.46728972;42.44859813;619.635514;207.2990654;591.0560748;218.9626168;335.5004408;63.02750838;2.694410157;228958.7949;257.5723858;537.706401;264.4579439;1003.942338;682.6023629;249.2535708;509.56304;106700.261;3571.344031;389.609769;67.02327632;20302.38476;3543.739905;16058.6006;6642.941986
Carex praecox;Carex_praecox|HUN|spm00002176;Arenaria Clade;58;3.73010781;6;20;5;1.5;0.25;3;0.5;NA;NA;NA;NA;700;78.66571429;88.91428571;29.30857143;7983.434286;245.1671429;-67.03714286;312.2042857;144.6271429;31.37285714;179.6114286;-24.44428571;671.5542857;82.51428571;34.72714286;26.57285714;224.8928571;117.44;193.0685714;150.3342857;1594.002542;131.2687513;42.9375516;7290433.674;610.5027815;6220.859849;6279.93961;2473.461637;10800.74919;471.3108849;5300.089881;32537.54641;485.600654;180.9483323;115.3695054;3768.713826;1786.787525;3249.654805;4574.394531
Carex pseudobrizoides;Carex_pseudobrizoides|POL|spm00002177;Arenaria Clade;57.33333333;7.46021562;3;40;5;2.5;0.25;5;1.25;NA;NA;NA;NA;71;102.3661972;81.61971831;34.45070423;5636.422535;230.1830986;-4;234.1830986;114.5915493;81.21126761;173.8732394;30.16901408;782.971831;82.90140845;46.35211268;16.11267606;233.5633803;157.7605634;201.7746479;198.915493;284.8639839;167.4390342;21.67967807;368302.7332;367.6088531;404.5428571;364.4945674;2313.559356;3747.511871;157.1979879;519.1710262;33308.1992;573.6044266;96.54567404;27.04426559;3749.849497;1389.641851;712.5770624;4991.878471
Carex remota;Carex_remota|YUG|spm00006118;Arenaria Clade;62.25;1.398790429;16;45;7.5;1.75;0.125;3;0.25;7;1.5;7;1.5;962;87.5010395;76.22765073;31.58523909;5913.81185;218.6330561;-22.26923077;240.9022869;103.962578;68.12993763;163.8378378;13.15696466;857.4989605;100.1787942;45.56756757;24.12266112;281.2796258;151.7432432;210.7307692;220.4615385;680.9453683;217.6224188;31.24402747;1619617.733;955.1066273;1477.037741;1898.943616;2434.602136;5037.597042;542.8602526;1348.076273;106177.3283;1849.543442;370.8263352;122.9734922;14488.82183;3755.410594;5721.216721;12672.96262
Carex rochebrunei;Carex_rochebrunii|CHT|spm00006409;Arenaria Clade;64;22.38064686;1;37.5;6.25;2.5;0.25;3.5;0.25;10;2.5;9.5;2.25;87;125.1034483;95.43678161;33.34482759;6986.436782;268.5862069;-28.11494253;296.7011494;200.4252874;41.96551724;213.3218391;35.14942529;1667.712644;250.3678161;47.75862069;51.50574713;682.2643678;162.5287356;651.862069;187.4252874;1382.210104;195.9000267;101.2518043;3968457.179;2282.012831;2590.8471;3769.956161;2037.200748;2571.638332;1810.476611;2315.337878;452188.3932;14583.79337;726.0922213;305.2296177;106671.4526;7504.740444;83379.39936;21308.0147
Carex atrofusca;Carex_atrofusca|ASK|spm00001654;Atrofusca Clade;38.25;1.398790429;16;17.5;3.75;3;0.5;3.9;0.45;13.5;2.75;10.5;2.25;859;-40.58207218;79.04540163;23.85913853;9215.365541;137.2782305;-202.410943;339.6891735;50.23399302;-98.67869616;79.80558789;-153.5087311;683.2107101;90.6193248;32.08265425;41.93946449;243.9301513;107.5250291;207.5681024;153.4668219;3412.83096;466.0247428;42.57570602;11282552.52;794.3385815;10586.59666;9869.895116;1884.787841;14206.22765;677.1474746;9135.324807;257948.4975;3323.532074;821.3090111;532.4112496;26118.85759;9029.916331;13153.47409;22581.33544
Carex coriophora;Carex_coriophora|CHQ|spm00005694;Atrofusca Clade;56;22.38064686;1;60;5;4;0.5;5;0.1;30;5;12.5;1.25;24;-24.95833333;131.875;24.875;14099.625;224.8333333;-297.125;521.9583333;142.0833333;-197.0833333;146.4166667;-216.4583333;401.7916667;95.70833333;6.041666667;89.45833333;234.7916667;21.95833333;233.875;24.125;620.5634058;383.5923913;22.46195652;6238355.723;1521.449275;2304.548913;5382.563406;2490.775362;2139.123188;996.3405797;2340.780797;19572.60688;690.5634058;29.69384058;566.3460145;4328.867754;328.1286232;4578.201087;357.0706522
Carex cruenta;Carex_cruenta|CHQ|spm00005700;Atrofusca Clade;44;22.38064686;1;47.5;13.75;3.5;0.25;5.5;0.25;22.5;3.75;20;2.5;33;14.48484848;116.1818182;35.87878788;7298.969697;164.2121212;-158.4848485;322.6969697;44.60606061;-44.06060606;103.030303;-83.18181818;587.8484848;110.6363636;9.060606061;74.57575758;291.3333333;39.75757576;260.0606061;74.21212121;2128.070076;694.8409091;75.35984848;2093353.468;2127.047348;3560.945076;1205.217803;3724.683712;3514.433712;2197.092803;2601.715909;63597.25758;1925.426136;77.12121212;1042.939394;14333.29167;1442.439394;17787.80871;7209.797348
Carex arctogena;Carex_arctogena|CAL|NCBI_CAL_55;Capitata Clade;50;7.46021562;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;305;-20.82622951;75.51147541;24.20655738;8245.963934;142.2459016;-171.7934426;314.0393443;63.72786885;-65.50491803;86.94098361;-123.452459;684.0360656;87.29836066;33.82622951;30.21967213;234.3901639;112.304918;215.2229508;151.3180328;1160.097994;188.1191113;17.82232528;5526277.528;651.6005177;4864.927588;6030.399763;1874.165833;5712.132377;493.700453;3771.768292;72753.24541;1177.736346;241.5519413;147.1325065;8834.547929;2734.699482;7240.976445;6763.711022
Carex argunensis;Carex_argunensis|KHA|spm00006472;Capitata Clade;42;22.38064686;1;17.5;3.75;2.5;0.25;3;0.75;0;0;17.5;1.25;35;-40.11428571;113.9428571;20.85714286;14711.08571;213.8571429;-307.3428571;521.2;135.2571429;-208.7428571;140.6857143;-236.1142857;453.6571429;102;6.285714286;85.37142857;257.8285714;24.22857143;251.8;30.28571429;643.2218487;1032.52605;12.24369748;4990689.257;1684.302521;3772.290756;8452.458824;1397.784874;2695.961345;753.6336134;2339.633613;16509.23193;918.1764706;11.7394958;472.005042;5024.910924;173.5344538;5203.164706;317.3865546
Carex capitata;Carex_capitata|KRA|spm00002036;Capitata Clade;50;2.797580858;8;25;7.5;NA;NA;2.75;0.375;0;0;6.5;1.25;365;-19.50410959;85.89315068;23.62191781;9845.446575;171.9589041;-195.0931507;367.0520548;94.27123288;-89.89041096;108.8164384;-142.7178082;532.5808219;76.10684932;24.41643836;40.11780822;202.2547945;79.80547945;186.1479452;106.6876712;2351.492428;334.6011892;21.28523258;10303215.9;1108.303252;8183.062728;9613.961569;1561.923483;7301.350595;741.2986301;6996.543775;63767.43095;837.2220683;211.0239049;182.9888303;6412.509077;2213.29997;3548.631898;6805.15493
Carex microglochin;Carex_microglochin|NOR|spm00001705;Capitata Clade;52.5;2.797580858;8;13.5;4.75;0.65;0.075;4.05;0.325;0;0;10;2;857;-2.453908985;78.59043174;28.37689615;7316.18203;148.0851809;-139.2170362;287.302217;49.21936989;-28.21586931;92.81796966;-93.08518086;789.7362894;98.1831972;40.27071179;32.50408401;263.9859977;133.050175;214.5612602;191.4982497;1601.136016;620.9874317;69.60661512;9455152.932;1050.054652;7903.053308;11076.9658;2642.089671;8487.650776;571.7962655;5842.012596;168091.7154;1926.481586;674.4336389;362.9535464;14238.66102;6986.101451;6990.69046;16401.89515
Carex nardina;Carex_nardina|QUE|spm00001510;Capitata Clade;68.66666667;3.73010781;6;6.5;1.75;NA;NA;3.25;0.125;0;0;6.5;0.75;781;-55.66581306;81.80921895;23.56081946;9495.272727;129.4289373;-221.503201;350.9321383;28.76696543;-102.9603073;68.65556978;-170.715749;560.6197183;75.43661972;25.93854033;37.48015365;202.9180538;88.46991037;155.8514725;140.4404609;3642.363817;696.2597098;50.74405266;9783133.342;2427.583726;8901.829797;8675.722312;3215.730241;15794.27663;1264.236344;8299.929354;170861.9898;3221.766811;367.7808333;290.0422338;25580.15738;4067.310952;5403.200988;24372.64164
Carex obtusata;Carex_obtusata|MAN|spm00001107;Capitata Clade;52;7.46021562;3;10;2.5;1.5;0.25;3.25;0.375;0;0;7.5;1.25;323;-11.65325077;108.9349845;26.14860681;10988.16718;204.1609907;-214.4489164;418.6099071;115.8080495;-91.39009288;127.5541796;-151.003096;433.4117647;65.08668731;18.48606811;45.26006192;173.1083591;63.41486068;163.9287926;77.50464396;4208.50051;841.4957599;53.02753687;10984498.17;2145.508163;10236.1053;9005.443628;2567.422668;8776.549218;1740.266465;9450.015518;34264.82682;542.992462;133.8282214;311.0066919;4102.084495;1475.286983;3402.426591;2857.443301
Carex runssoroensis;Carex_runssoroensis|UGA|spm00000227;Capitata Clade;50;22.38064686;1;40;10;NA;NA;3.75;0.125;0;0;40;5;9;112.3333333;106.1111111;83.66666667;467.5555556;180.5555556;54.11111111;126.4444444;114.1111111;108.5555556;118;106.1111111;1707.666667;233.2222222;67;39.55555556;603.2222222;256.7777778;483;313.4444444;159.9611082;33.41330078;3.525312703;492586.1401;117.7028368;487.2633764;528.0763341;350.2095015;757.7003729;86.36810866;398.5313723;15671.43366;269.5054368;58.65409537;21.87874501;2035.213509;616.3457156;995.8007874;1757.019014
Carex rupestris;Carex_rupestris|FRA|spm00005213;Capitata Clade;50.75;1.398790429;16;12.5;3.75;1.5;0.25;3.25;0.375;0;0;15;2.5;1300;-21.90692308;76.09076923;25.73923077;8127.23;141.2923077;-165.4730769;306.7653846;43.78461538;-58.23615385;85.29692308;-120.3284615;762.7569231;93.60461538;39.71384615;31.72769231;253.4976923;132.5746154;206.2969231;185.1569231;3845.916657;438.3705075;44.89499556;11155917.23;1394.360988;11258.80682;10496.24283;2285.205306;14719.78791;961.1173115;9719.474016;212550.0055;2569.266183;709.6732492;263.6917653;19964.24403;7851.775029;8288.405995;19253.95534
Carex castroviejoi;Carex_castroviejoi|GRC|NCBI_Vargas_3584;Ceratocystis;62;22.38064686;1;23.5;8.25;1.95;0.525;3.85;0.325;8.5;0.75;13.5;3.25;2;82.5;104.5;34.5;6565;250;-47.5;297.5;31.5;166;168;0;889.5;113;35.5;34;321.5;121.5;122;287.5;719.824987;150.3598535;15.86390716;2216637.631;529.6627655;2192.685194;2376.343503;1575.942757;3409.651678;388.656489;1793.391175;70521.45149;1212.774465;263.9434292;98.45435254;9158.46079;2773.55572;4481.103543;7906.585561
Carex cryptolepis;Carex_cryptolepis|ILL|spm00001730;Ceratocystis;64;22.38064686;1;30;10;2.2;0.35;4.15;0.325;14.2;2.85;16.5;2.25;253;51.7826087;111.7588933;26.75494071;10324.04743;254.9762846;-156.6758893;411.6521739;142.7391304;-55.31225296;178.4822134;-87.62055336;876;100.9604743;44.11462451;26.77470356;284.8814229;150.2964427;267.6916996;165.4624506;576.7819186;113.7789385;4.241294937;1177596.434;354.150229;2321.751678;1777.918219;3914.685645;5309.310841;330.80623;1422.863385;29494.50794;207.2920823;447.8003011;211.0403099;1666.589058;3803.193519;914.9760023;6362.58291
Carex demissa subsp. demissa;Carex_demissa_ssp_demissa|NSC|spm00001948;Ceratocystis;69.75;1.398790429;16;19.25;7.875;2.9;0.55;3.3;0.4;10.75;2.625;12.25;3.875;37;73.81081081;86.91891892;33.08108108;6360.297297;214.3243243;-49.13513514;263.4594595;129.972973;28.45945946;153.8648649;-9.351351351;910.8108108;106.6486486;52;22.83783784;303.5135135;172.0810811;285.0810811;204.9189189;503.3243243;41.85435435;28.18768769;1188376.048;365.1696697;1173.342342;930.4219219;2404.749249;2607.588589;310.6756757;1121.345345;79504.87988;996.1786787;273.8333333;37.1951952;8462.034535;3463.021021;6221.521021;8352.021021
Carex derelicta;Carex_derelicta|CZE|spm00003351;Ceratocystis;70;4.476129372;5;17.5;3.75;1.5;0.25;2.25;0.125;7;1.5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Carex flava;Carex_flava|NFL|spm00001483;Ceratocystis;61;0.746021562;30;42.5;16.25;3.15;0.775;5.15;0.575;15;3.5;15.5;3.25;1694;47.65171192;84.43742621;27.32821724;7864.274498;209.7319953;-100.44451;310.1765053;101.8288076;-0.963400236;148.3441558;-53.4244392;875.5070838;103.2756789;47.23553719;24.65702479;285.8482881;155.9515939;239.4409681;204.9002361;1129.690792;343.6449304;23.58742541;4240597.936;1401.735573;4018.977132;5678.167882;4078.0451;5190.545618;889.2039912;2821.760088;125718.0847;2007.74144;449.7052691;88.33534046;14873.22505;4770.828134;4472.134434;13800.67462
Carex flaviformis;Carex_flaviformis|NZ|spm00007227;Ceratocystis;64;22.38064686;1;12.5;1.25;2.5;0.25;4;0.25;10.5;2.25;15;2.5;78;94.5;90.61538462;45.92307692;3616.115385;197.8717949;1.897435897;195.974359;79.6025641;103.6025641;139.5;46.28205128;2231.051282;231.5128205;131.974359;16.07692308;642.6666667;458.0769231;498.5641026;546.3461538;424.8246753;63.40859141;8.40959041;365618.2333;426.7625708;360.041292;406.3369963;1342.164669;1414.164669;459.1883117;476.4908425;1815649.893;19606.9284;8270.388944;20.64335664;137886.1732;86532.77323;116170.5348;75397.81369
Carex hostiana;Carex_hostiana|GER|spm00003273;Ceratocystis;56;2.03460426;11;42.5;8.75;2.3;0.4;4.3;0.6;15;2.5;21.5;5.75;921;73.45276873;70.69163952;30.47557003;5740.242128;198.9348534;-32.15092291;231.0857763;82.31378936;60.33441911;148.1346363;1.966340934;1007.457112;115.9196526;54.80998914;22.59500543;325.3984799;181.4961998;242.5320304;260.752443;603.1567342;216.5222018;28.11923948;1546549.114;944.3935774;1393.630458;1983.078504;2891.282951;3084.857608;513.7275055;1139.299953;195390.531;3222.908755;452.1214653;54.7586272;24355.44213;5468.554605;7395.65794;18991.25169
Carex lepidocarpa subsp. jemtlandica;Carex_lepidocarpa_ssp_jemtlandica|NOR|spm00003056;Ceratocystis;68;22.38064686;1;35;7.5;3;0.5;4.25;0.375;9.5;1.25;15;2.5;170;23.95882353;76.53529412;24.53529412;7987.258824;186.4058824;-120.4;306.8058824;114.7176471;-36.18823529;128.8470588;-77.45294118;635.8470588;84.26470588;31.27058824;32.39411765;229.3058824;100.1117647;219.5058824;121.5941176;414.3710755;49.51649843;1.918865298;754696.1811;241.7928646;1213.543195;1123.93251;356.0381483;1145.822346;235.065228;878.5332753;11937.9173;148.7283328;45.5239819;34.7372433;994.3200835;510.5732336;761.3875392;1249.852036
